N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
42999|BIOPAS ARGENTINA S.A.|FUCIDIN H|CREMA|1 POMO por 30 G ||0|0|0|0|0|0|0|07798260150124|ACIDO FUSIDICO 2 G / 100 G + HIDROCORTISONA ACETATO 1 G / 100 G |[['ACIDO FUSIDICO', '2', 'G / 100 G'], ['HIDROCORTISONA ACETATO', '1', 'G / 100 G']]
39004|BIOPAS ARGENTINA S.A.|FUCIDIN|UNGÜENTO DERMICO|1 POMO por 15 G ||0|0|0|0|0|0|0|07798260150155|FUSIDATO SODICO 2 G / 100 G |[['FUSIDATO SODICO', '2', 'G / 100 G']]
39004|BIOPAS ARGENTINA S.A.|FUCIDIN|UNGÜENTO DERMICO|1 POMO por 30 G ||0|0|0|0|0|0|0|07798260150100|FUSIDATO SODICO 2 G / 100 G |[['FUSIDATO SODICO', '2', 'G / 100 G']]
39004|BIOPAS ARGENTINA S.A.|FUCIDIN|CREMA|1 POMO por 30 G ||0|0|0|0|0|0|0|07798260150094|ACIDO FUSIDICO ANHIDRO 20 MG/G |[['ACIDO FUSIDICO ANHIDRO', '20', 'MG/G']]
55333|BIOPAS ARGENTINA S.A.|CUROSURF|SUSPENSION INTRATRAQUEAL|1 FRASCO AMPOLLA por 1.5 ML ||0|0|0|0|0|0|0|07798047984126|FRACCION FOSFOLIPIDICA DE PULMON PORCINO 120 MG / 1.5 ML |[['FRACCION FOSFOLIPIDICA DE PULMON PORCINO', '120', 'MG / 1.5 ML']]
55333|BIOPAS ARGENTINA S.A.|CUROSURF|SUSPENSION INTRATRAQUEAL|1 FRASCO AMPOLLA por 3 ML ||0|0|0|0|0|0|0|07798047984133|FRACCION FOSFOLIPIDICA DE PULMON PORCINO 240 MG |[['FRACCION FOSFOLIPIDICA DE PULMON PORCINO', '240', 'MG']]
54204|BIOPAS ARGENTINA S.A.|NEUPRO|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|7 SOBRE por 2 MG / 24 HS ||0|0|0|0|0|0|0|07798260150469|ROTIGOTINA 2 MG / 24 HS |[['ROTIGOTINA', '2', 'MG / 24 HS']]
54204|BIOPAS ARGENTINA S.A.|NEUPRO|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|14 SOBRE por 4 MG / 24 HS ||0|0|0|0|0|0|0|07798260150438|ROTIGOTINA 4 MG / 24 HS |[['ROTIGOTINA', '4', 'MG / 24 HS']]
54204|BIOPAS ARGENTINA S.A.|NEUPRO|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|14 SOBRE por 6 MG / 24 HS ||0|0|0|0|0|0|0|07798260150445|ROTIGOTINA 6 MG / 24 HS |[['ROTIGOTINA', '6', 'MG / 24 HS']]
54204|BIOPAS ARGENTINA S.A.|NEUPRO|SISTEMA TERAPEUTICO  DE LIBERACION TRANSDERMICO (PARCHE TRANSDERMAL)|14 SOBRE por 8 MG / 24 HS ||0|0|0|0|0|0|0|07798260150452|ROTIGOTINA 8 MG / 24 HS |[['ROTIGOTINA', '8', 'MG / 24 HS']]
55303|BIOPAS ARGENTINA S.A.|VIMPAT 50|COMPRIMIDO RECUBIERTO| BLISTER por 14 UNIDADES ||0|0|0|0|0|0|0|07798260150476|LACOSAMIDA 50 MG |[['LACOSAMIDA', '50', 'MG']]
55303|BIOPAS ARGENTINA S.A.|VIMPAT 150|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES ||0|0|0|0|0|0|0|07798260150490|LACOSAMIDA 150 MG |[['LACOSAMIDA', '150', 'MG']]
55303|BIOPAS ARGENTINA S.A.|VIMPAT 200|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES ||0|0|0|0|0|0|0|07798260150506|LACOSAMIDA 200 MG |[['LACOSAMIDA', '200', 'MG']]
55303|BIOPAS ARGENTINA S.A.|VIMPAT 100|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES ||0|0|0|0|0|0|0|07798260150483|LACOSAMIDA 100 MG |[['LACOSAMIDA', '100', 'MG']]
58518|BIOPAS ARGENTINA S.A.|BRIVIACT|SOLUCION ORAL|1 FRASCO por 300 ML + 1 jeringa dosificadora oral graduada de 5 ml  (polipropileno - polietileno) + 1 jeringa dosificadora oral  graduada de 10 ml (polipropileno - polietileno) + 1 adaptador para las jeringas (polietileno).||0|0|0|0|0|0|0|07798260150629|BRIVARACETAM 10 MG / ML |[['BRIVARACETAM', '10', 'MG / ML']]
49945|BIOPROFARMA BAGO SA|ERITROGEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 2000 UI ERITROPOYETINA|$418.29|0|0|0|0|0|0|0|07798021442581|ERITROPOYETINA HUMANA RECOMBINANTE 2000 UI |[['ERITROPOYETINA HUMANA RECOMBINANTE', '2000', 'UI']]
49945|BIOPROFARMA BAGO SA|ERITROGEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 4000 UI |$757.93|0|0|0|0|0|0|0|07798021442598|ERITROPOYETINA HUMANA RECOMBINANTE 4000 UI |[['ERITROPOYETINA HUMANA RECOMBINANTE', '4000', 'UI']]
3662|BIOPROFARMA BAGO SA|TAMOXIS|COMPRIMIDO| BLISTER por 30 UNIDADES |$765.08|0|0|0|0|0|0|0|07798021442949|TAMOXIFENO 20 MG |[['TAMOXIFENO', '20', 'MG']]
38812|BIOPROFARMA BAGO SA|VP-GEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 5 ML |$980.73|0|0|0|0|0|0|0|07798021442987|ETOPOSIDO 100 MG / 5 ML |[['ETOPOSIDO', '100', 'MG / 5 ML']]
40139|BIOPROFARMA BAGO SA|FLUTRAX|COMPRIMIDO| BLISTER por 60 UNIDADES |$1,141.42|0|0|0|0|0|0|0|07798021442703|FLUTAMIDA 250 MG |[['FLUTAMIDA', '250', 'MG']]
49074|BIOPROFARMA BAGO SA|FILGEN|SOLUCION INYECTABLE|1 JERINGA PRELLENADA por 300 MCG / ML |$1,665.31|0|0|0|0|0|0|0|07798021442659|FILGRASTIM (R.HU-MET-G-CSF) 300 MCG / ML |[['FILGRASTIM (R.HU-MET-G-CSF)', '300', 'MCG / ML']]
38535|BIOPROFARMA BAGO SA|MITOXGEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 10 ML |$1,872.50|0|0|0|0|0|0|0|07798021442857|MITOXANTRONA 20 MG |[['MITOXANTRONA', '20', 'MG']]
58673|BIOPROFARMA BAGO SA|URODIF DUO|CAPSULA DE LIBERACION MODIFICADA| BLISTER por 30 UNIDADES |$1,881.27|0|0|0|0|0|0|0|07790375267643|TAMSULOSINA CLORHIDRATO 0.4 MG + DUTASTERIDA 0.5 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG'], ['DUTASTERIDA', '0.5', 'MG']]
34749|BIOPROFARMA BAGO SA|DOXTIE|POLVO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$2,024.40|0|0|0|0|0|0|0|07798021442567|DOXORUBICINA CLORHIDRATO 50 MG |[['DOXORUBICINA CLORHIDRATO', '50', 'MG']]
58673|BIOPROFARMA BAGO SA|URODIF DUO|CAPSULA DE LIBERACION MODIFICADA| BLISTER por 30 UNIDADES |$2,191.30|0|0|0|0|0|0|0|07798021443984|TAMSULOSINA CLORHIDRATO 0.4 MG + DUTASTERIDA 0.5 MG |[['TAMSULOSINA CLORHIDRATO', '0.4', 'MG'], ['DUTASTERIDA', '0.5', 'MG']]
49945|BIOPROFARMA BAGO SA|ERITROGEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 10000 UI ERITROPOYETINA|$2,312.08|0|0|0|0|0|0|0|07798021442604|ERITROPOYETINA HUMANA RECOMBINANTE 10000 UI |[['ERITROPOYETINA HUMANA RECOMBINANTE', '10000', 'UI']]
55535|BIOPROFARMA BAGO SA|GEMBIO|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 200 MG |$2,722.82|0|0|0|0|0|0|0|07798021443571|GEMCITABINA (COMO CLORHIDRATO) 200 MG |[['GEMCITABINA (COMO CLORHIDRATO)', '200', 'MG']]
45715|BIOPROFARMA BAGO SA|ANDROSTAT|COMPRIMIDO| BLISTER por 50 UNIDADES |$3,142.19|0|0|0|0|0|0|0|07798021442482|CIPROTERONA ACETATO 50 MG |[['CIPROTERONA ACETATO', '50', 'MG']]
38695|BIOPROFARMA BAGO SA|CARBOXTIE|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 150 MG |$3,188.07|0|0|0|0|0|0|0|07798021442512|CARBOPLATINO 150 MG |[['CARBOPLATINO', '150', 'MG']]
45993|BIOPROFARMA BAGO SA|BIDROSTAT|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$3,586.35|0|0|0|0|0|0|0|07798021442499|BICALUTAMIDA 50 MG |[['BICALUTAMIDA', '50', 'MG']]
45432|BIOPROFARMA BAGO SA|PANATAXEL|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 30 MG / 5 ML |$4,020.96|0|0|0|0|0|0|0|07798021442888|PACLITAXEL 30 MG / 5 ML |[['PACLITAXEL', '30', 'MG / 5 ML']]
47659|BIOPROFARMA BAGO SA|ANASTRADEX|COMPRIMIDO| BLISTER por 28 UNIDADES |$4,113.32|0|0|0|0|0|0|0|07798021440563|ANASTROZOL 1 MG |[['ANASTROZOL', '1', 'MG']]
57771|BIOPROFARMA BAGO SA|BIOCALCITOL|SOLUCION INYECTABLE|5 AMPOLLA por 1 ML |$4,293.40|0|0|0|0|0|0|0|07798021443656|PARICALCITOL 5 MCG |[['PARICALCITOL', '5', 'MCG']]
55604|BIOPROFARMA BAGO SA|IDELARA|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$4,975.15|0|0|0|0|0|0|0|07798021440020|LETROZOL 2.5 MG |[['LETROZOL', '2.5', 'MG']]
48403|BIOPROFARMA BAGO SA|MITOTIE|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 20 MG |$5,041.85|0|0|0|0|0|0|0|07798021442840|MITOMICINA 20 MG |[['MITOMICINA', '20', 'MG']]
48205|BIOPROFARMA BAGO SA|DONATAXEL|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 20 MG + FRASCO AMPOLLA DE SOLVENTE por 1.83 ML|$5,208.65|0|0|0|0|0|0|0|07798021442536|DOCETAXEL ANHIDRO 20 MG |[['DOCETAXEL ANHIDRO', '20', 'MG']]
56390|BIOPROFARMA BAGO SA|INARO|CAPSULA DURA| BLISTER por 100 UNIDADES |$5,266.97|0|0|0|0|0|0|0|07798021440099|ANAGRELIDA 0.5 MG |[['ANAGRELIDA', '0.5', 'MG']]
48330|BIOPROFARMA BAGO SA|OXALTIE|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 50 MG |$6,479.93|0|0|0|0|0|0|0|07798021442864|OXALIPLATINO 50 MG |[['OXALIPLATINO', '50', 'MG']]
56390|BIOPROFARMA BAGO SA|INARO|CAPSULA DURA| BLISTER por 100 UNIDADES |$7,023.77|0|0|0|0|0|0|0|07798021440105|ANAGRELIDA 1 MG |[['ANAGRELIDA', '1', 'MG']]
49074|BIOPROFARMA BAGO SA|FILGEN|SOLUCION INYECTABLE|5 JERINGA PRELLENADA por 300 MCG / ML |$7,720.95|0|0|0|0|0|0|0|07798021440181|FILGRASTIM (R.HU-MET-G-CSF) 300 MCG / ML |[['FILGRASTIM (R.HU-MET-G-CSF)', '300', 'MCG / ML']]
58272|BIOPROFARMA BAGO SA|ROXIFER|COMPRIMIDO DISPERSABLE| BLISTER por 28 UNIDADES |$8,323.18|0|0|0|0|0|0|0|07798021443595|DEFERASIROX 125 MG |[['DEFERASIROX', '125', 'MG']]
54415|BIOPROFARMA BAGO SA|SINRESOR|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 4 MG DE ACIDO ZOLEDRONICO + 1 AMPOLLA DE SOLVENTE por 5 ML |$9,138.22|0|0|0|0|0|0|0|07798021443564|ACIDO ZOLEDRONICO 4 MG |[['ACIDO ZOLEDRONICO', '4', 'MG']]
48500|BIOPROFARMA BAGO SA|IRINOGEN|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 100 MG / 5 ML |$11,183.74|0|0|0|0|0|0|0|07798021442826|IRINOTECAN CLORHIDRATO 100 MG / 5 ML |[['IRINOTECAN CLORHIDRATO', '100', 'MG / 5 ML']]
55535|BIOPROFARMA BAGO SA|GEMBIO|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1 G |$12,383.36|0|0|0|0|0|0|0|07798021443588|GEMCITABINA (COMO CLORHIDRATO) 1 G |[['GEMCITABINA (COMO CLORHIDRATO)', '1', 'G']]
48330|BIOPROFARMA BAGO SA|OXALTIE|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$13,166.41|0|0|0|0|0|0|0|07798021442871|OXALIPLATINO 100 MG |[['OXALIPLATINO', '100', 'MG']]
57025|BIOPROFARMA BAGO SA|BENZIMIR|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 25 MG |$13,548.07|0|0|0|0|0|0|0|07798021440204|BENDAMUSTINA CLORHIDRATO 25 MG |[['BENDAMUSTINA CLORHIDRATO', '25', 'MG']]
30412|BIOPROFARMA BAGO SA|COSMEGEN|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 500 MCG |$13,795.44|0|0|0|0|0|0|0|07798021443526|DACTINOMICINA 500 MCG |[['DACTINOMICINA', '500', 'MCG']]
45432|BIOPROFARMA BAGO SA|PANATAXEL|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 100 MG / 17 ML |$13,798.19|0|0|0|0|0|0|0|07798021442901|PACLITAXEL 100 MG / 17 ML |[['PACLITAXEL', '100', 'MG / 17 ML']]
58272|BIOPROFARMA BAGO SA|ROXIFER|COMPRIMIDO DISPERSABLE| BLISTER por 28 UNIDADES |$17,479.12|0|0|0|0|0|0|0|07798021443601|DEFERASIROX 250 MG |[['DEFERASIROX', '250', 'MG']]
56380|BIOPROFARMA BAGO SA|ACTILUZOL|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$17,882.57|0|0|0|0|0|0|0|07798021440136|RILUZOL 50 MG |[['RILUZOL', '50', 'MG']]
45432|BIOPROFARMA BAGO SA|PANATAXEL|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 150 MG / 25 ML |$19,274.11|0|0|0|0|0|0|0|07798021442918|PACLITAXEL 150 MG / 25 ML |[['PACLITAXEL', '150', 'MG / 25 ML']]
48205|BIOPROFARMA BAGO SA|DONATAXEL|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 80 MG + FRASCO AMPOLLA DE SOLVENTE por 7.32 ML\n\n\n\n|$20,379.06|0|0|0|0|0|0|0|07798021442543|DOCETAXEL ANHIDRO 80 MG / FRASCO AMPOLLA |[['DOCETAXEL ANHIDRO', '80', 'MG / FRASCO AMPOLLA']]
56459|BIOPROFARMA BAGO SA|XITABIN|COMPRIMIDO RECUBIERTO| ENVASE por 120 UNIDADES |$24,226.31|0|0|0|0|0|0|0|07798021440129|CAPECITABINA 500 MG |[['CAPECITABINA', '500', 'MG']]
57926|BIOPROFARMA BAGO SA|BIALKO|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$31,534.42|0|0|0|0|0|0|0|07798021440372|PAZOPANIB 200 MG |[['PAZOPANIB', '200', 'MG']]
58272|BIOPROFARMA BAGO SA|ROXIFER|COMPRIMIDO DISPERSABLE| BLISTER por 28 UNIDADES |$34,958.01|0|0|0|0|0|0|0|07798021443618|DEFERASIROX 500 MG |[['DEFERASIROX', '500', 'MG']]
44086|BIOPROFARMA BAGO SA|VESANOID|CAPSULA BLANDA| ENVASE por 100 UNIDADES |$40,280.58|0|0|0|0|0|0|0|07798021440259|TRETINOINA 10 MG |[['TRETINOINA', '10', 'MG']]
45432|BIOPROFARMA BAGO SA|PANATAXEL|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 300 MG / 50 ML con set de infusión|$41,175.22|0|0|0|0|0|0|0|07798021442925|PACLITAXEL 300 MG / 50 ML |[['PACLITAXEL', '300', 'MG / 50 ML']]
57025|BIOPROFARMA BAGO SA|BENZIMIR|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG |$53,768.09|0|0|0|0|0|0|0|07798021440211|BENDAMUSTINA CLORHIDRATO 100 MG |[['BENDAMUSTINA CLORHIDRATO', '100', 'MG']]
58634|BIOPROFARMA BAGO SA|DIMERE|SOLUCION INYECTABLE| FRASCO AMPOLLA por 2 UNIDADES |$58,028.33|0|0|0|0|0|0|0|07798021443663|FULVESTRANT 250 MG |[['FULVESTRANT', '250', 'MG']]
57926|BIOPROFARMA BAGO SA|BIALKO|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$64,649.05|0|0|0|0|0|0|0|07798021440389|PAZOPANIB 400 MG |[['PAZOPANIB', '400', 'MG']]
57356|BIOPROFARMA BAGO SA|MATURUS|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 100 MG DE AZACITIDINA|$69,470.27|0|0|0|0|0|0|0|07798021440242|AZACITIDINA 100 MG |[['AZACITIDINA', '100', 'MG']]
56794|BIOPROFARMA BAGO SA|SUKUBA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 500 MG |$70,755.73|0|0|0|0|0|0|0|07798021440150|PEMETREXED DISODICO HEMIPENTAHIDRATO 500 MG |[['PEMETREXED DISODICO HEMIPENTAHIDRATO', '500', 'MG']]
58220|BIOPROFARMA BAGO SA|MIASOMA|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 3.5 MG |$75,976.02|0|0|0|0|0|0|0|07798021440587|BORTEZOMIB 3.5 MG |[['BORTEZOMIB', '3.5', 'MG']]
57482|BIOPROFARMA BAGO SA|SIGNUM|POLVO LIOFILIZADO PARA INYECTABLE|1 ENVASE por 50 MG |$84,709.00|0|0|0|0|0|0|0|07798021440266|DECITABINA 50 MG |[['DECITABINA', '50', 'MG']]
57195|BIOPROFARMA BAGO SA|CLINID|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$94,207.74|0|0|0|0|0|0|0|07798021440235|IMATINIB 400 MG |[['IMATINIB', '400', 'MG']]
58538|BIOPROFARMA BAGO SA|POSTEP|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$95,988.10|0|0|0|0|0|0|0|07798021443625|ERLOTINIB 100 MG |[['ERLOTINIB', '100', 'MG']]
57508|BIOPROFARMA BAGO SA|DAPIBUS|COMPRIMIDO RECUBIERTO|1 FRASCO por 60 UNIDADES |$103,879.82|0|0|0|0|0|0|0|07798021440310|DASATINIB 50 MG |[['DASATINIB', '50', 'MG']]
57508|BIOPROFARMA BAGO SA|DAPIBUS|COMPRIMIDO RECUBIERTO|1 FRASCO por 30 UNIDADES |$103,879.82|0|0|0|0|0|0|0|07798021440303|DASATINIB 100 MG |[['DASATINIB', '100', 'MG']]
58538|BIOPROFARMA BAGO SA|POSTEP|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$110,450.60|0|0|0|0|0|0|0|07798021443632|ERLOTINIB 150 MG |[['ERLOTINIB', '150', 'MG']]
58991|BIOPROFARMA BAGO SA|ORNATE|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$114,670.13|0|0|0|0|0|0|0|07798021443915|ELTROMBOPAG 25 MG |[['ELTROMBOPAG', '25', 'MG']]
57943|BIOPROFARMA BAGO SA|KESTAVA|COMPRIMIDO|1 FRASCO por 120 UNIDADES |$134,213.15|0|0|0|0|0|0|0|07798021440471|ABIRATERONA ACETATO 250 MG |[['ABIRATERONA ACETATO', '250', 'MG']]
57195|BIOPROFARMA BAGO SA|CLINID|COMPRIMIDO RECUBIERTO| BLISTER por 180 UNIDADES |$139,435.34|0|0|0|0| (uso exclusivamente hospitalario)|0|0|07798021440228|IMATINIB 100 MG |[['IMATINIB', '100', 'MG']]
51124|BIOPROFARMA BAGO SA|TARGRETIN|CAPSULA BLANDA|1 FRASCO por 100 UNIDADES |$218,065.80|0|0|0|0|0|0|0|07798021441874|BEXAROTENE 75 MG |[['BEXAROTENE', '75', 'MG']]
58991|BIOPROFARMA BAGO SA|ORNATE|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$228,007.33|0|0|0|0|0|0|0|07798021443922|ELTROMBOPAG 50 MG |[['ELTROMBOPAG', '50', 'MG']]
57904|BIOPROFARMA BAGO SA|MYELENZ|CAPSULA DURA| BLISTER por 21 UNIDADES |$356,419.01|0|0|0|0|0|0|0|07798021443687|LENALIDOMIDA 5 MG |[['LENALIDOMIDA', '5', 'MG']]
57904|BIOPROFARMA BAGO SA|MYELENZ|CAPSULA DURA| BLISTER por 21 UNIDADES |$376,563.26|0|0|0|0|0|0|0|07798021440334|LENALIDOMIDA 10 MG |[['LENALIDOMIDA', '10', 'MG']]
57904|BIOPROFARMA BAGO SA|MYELENZ|CAPSULA DURA| BLISTER por 21 UNIDADES |$394,460.93|0|0|0|0|0|0|0|07798021440341|LENALIDOMIDA 25 MG |[['LENALIDOMIDA', '25', 'MG']]
59370|BIOPROFARMA BAGO SA|ANTIXAN|CONCENTRADO PARA SOLUCION INYECTABLE|10 AMPOLLA por 30 MG |$483,389.45|0|0|0|0|0|0|0|07798021444110|EDARAVONA 30 MG |[['EDARAVONA', '30', 'MG']]
59308|BIOPROFARMA BAGO SA| IBRULEU|CAPSULA DURA|1 FRASCO por 90 UNIDADES |$769,104.14|0|0|0|0|0|0|0|07798021444165|IBRUTINIB 140 MG |[['IBRUTINIB', '140', 'MG']]
59308|BIOPROFARMA BAGO SA| IBRULEU|CAPSULA DURA|1 FRASCO por 120 UNIDADES |$1,052,755.12|0|0|0|0|0|0|0|07798021444172|IBRUTINIB 140 MG |[['IBRUTINIB', '140', 'MG']]
38777|BIOSIDUS SOCIEDAD ANONIMA|HEMAX 1000 UI|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 1000 UI + 1 AMPOLLA DILUYENTE por 1 ml|$380.81|0|0|0|0|0|0|0|07795355000180|ERITROPOYETINA HUMANA RECOMBINANTE 1000 UI / ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '1000', 'UI / ML']]
50062|BIOSIDUS SOCIEDAD ANONIMA|BIOFLORA|POLVO PARA RECONSTITUIR|1 FRASCO por 7.6 G para preparar 50 ML de suspensión (SABOR FRUTILLA)|$385.40|0|0|0|0|0|0|0|07795355000111|STREPTOCOCUS FAECALIS 3.3 x 10^7 UFC + LACTOBACILLUS PLANTARUM 3.3 x 10^7 UFC + LACTOBACILLUS CASEI ...|[['STREPTOCOCUS FAECALIS', '3.3', 'x 10^7 UFC'], ['LACTOBACILLUS PLANTARUM', '3.3', 'x 10^7 UFC'], ['LACTOBACILLUS CASEI', '3.3', 'x 10^7 UFC'], ['BIFIDOBACTERIUM BREVIS', '1', 'x 10^6 UFC']]
41440|BIOSIDUS SOCIEDAD ANONIMA|HYPERCRIT|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 2000 UI + AMPOLLA DISOLVENTE por 2 ML|$589.66|0|0|0|0|0|0|0|07795355008117|ERITROPOYETINA HUMANA RECOMBINANTE 2000 UI / 2 ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '2000', 'UI / 2 ML']]
38777|BIOSIDUS SOCIEDAD ANONIMA|HEMAX 2000 UI|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 2000 UI + 1 AMPOLLA DILUYENTE por 2 ml|$589.66|0|0|0|0|0|0|0|07795355000197|ERITROPOYETINA HUMANA RECOMBINANTE 2000 UI / 2 ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '2000', 'UI / 2 ML']]
38772|BIOSIDUS SOCIEDAD ANONIMA|BIOFERON 3 M|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 3000000 UI + 1 AMPOLLA DILUYENTE por 1 ML|$672.42|0|0|0|0|0|0|0|07795355000159|INTERFERON ALFA 2 B RECOMBINANTE HUMANO 3000000 UI |[['INTERFERON ALFA 2 B RECOMBINANTE HUMANO', '3000000', 'UI']]
38777|BIOSIDUS SOCIEDAD ANONIMA|HEMAX 3000 UI|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 3000 UI + 1 AMPOLLA  DILUYENTE por 2 ml|$842.07|0|0|0|0|0|0|0|07795355008285|ERITROPOYETINA HUMANA RECOMBINANTE 3000 UI / 2 ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '3000', 'UI / 2 ML']]
38772|BIOSIDUS SOCIEDAD ANONIMA|BIOFERON 5 M|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 5000000 UI + 1 AMPOLLA DILUYENTE por 1 ML|$1,109.30|0|0|0|0|0|0|0|07795355000166|INTERFERON ALFA 2 B RECOMBINANTE HUMANO 5000000 UI |[['INTERFERON ALFA 2 B RECOMBINANTE HUMANO', '5000000', 'UI']]
41440|BIOSIDUS SOCIEDAD ANONIMA|HYPERCRIT|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 4000 UI + AMPOLLA DISOLVENTE por 2 ML|$1,163.84|0|0|0|0|0|0|0|07795355008124|ERITROPOYETINA HUMANA RECOMBINANTE 4000 UI / 2 ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '4000', 'UI / 2 ML']]
38777|BIOSIDUS SOCIEDAD ANONIMA|HEMAX 4000 UI|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 4000 UI + 1 AMPOLLA de SOLVENTE por 2 ml|$1,163.84|0|0|0|0|0|0|0|07795355000203|ERITROPOYETINA HUMANA RECOMBINANTE 4000 UI / 2 ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '4000', 'UI / 2 ML']]
38772|BIOSIDUS SOCIEDAD ANONIMA|BIOFERON 10 M|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 10000000 UI + 1 AMPOLLA DILUYENTE por 1 ML|$1,871.23|0|0|0|0|0|0|0|07795355000173|INTERFERON ALFA 2 B RECOMBINANTE HUMANO 10000000 UI |[['INTERFERON ALFA 2 B RECOMBINANTE HUMANO', '10000000', 'UI']]
44524|BIOSIDUS SOCIEDAD ANONIMA|NEUTROMAX|SOLUCION INYECTABLE|1 FRASCO AMPOLLA por 1 ML |$2,499.31|0|0|0|0|0|0|0|07795355000128|FILGRASTIM 300 MCG |[['FILGRASTIM', '300', 'MCG']]
41440|BIOSIDUS SOCIEDAD ANONIMA|HYPERCRIT|POLVO LIOFILIZADO PARA INYECTABLE|1 FRASCO AMPOLLA por 10000 UI + AMPOLLA DISOLVENTE 1 ML|$3,989.90|0|0|0|0|0|0|0|07795355008308|ERITROPOYETINA HUMANA RECOMBINANTE 10000 UI / 1 ML |[['ERITROPOYETINA HUMANA RECOMBINANTE', '10000', 'UI / 1 ML']]
