N° Certificado|Laboratorio|Nombre Comercial|Forma Farmacéutica|Presentación|Precio Venta al Público| (uso exclusivamente hospitalario - muestra médica - no venta al público)| (muestra médica - no venta al público)| (uso exclusivamente hospitalario - muestra médica)| (uso exclusivamente hospitalario - no venta al público)| (uso exclusivamente hospitalario)| (muestra médica)| (no venta al público)|GTIN|Genérico|Genérico[IFA,Cantidad,Unidad]
49777|DENVER FARMA S A|ALPRAZOLAM DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$65.09|0|0|0|0|0|0|0|07798050060640|ALPRAZOLAM 0.5 MG |[['ALPRAZOLAM', '0.5', 'MG']]
43608|DENVER FARMA S A|SALBUTAMOL DENVER FARMA|SOLUCION PARA NEBULIZACION|1 FRASCO GOTERO por 10 ML |$73.45|0|0|0|0|0|0|0|07798050060435|SALBUTAMOL SULFATO 0.5 G / 100 ML |[['SALBUTAMOL SULFATO', '0.5', 'G / 100 ML']]
53453|DENVER FARMA S A|DENVERCORT|CREMA|1 POMO por 15 G |$77.07|0|0|0|0|0|0|0|07798050062453|BETAMETASONA 17-VALERATO 0.122 G % |[['BETAMETASONA 17-VALERATO', '0.122', 'G %']]
42656|DENVER FARMA S A|LIDOCAINA DENVER FARMA|JALEA|1 POMO por 25 G |$90.55|0|0|0|0|0|0|0|07798050060282|LIDOCAINA CLORHIDRATO 2 G / 100 ML |[['LIDOCAINA CLORHIDRATO', '2', 'G / 100 ML']]
48432|DENVER FARMA S A|SULFADIAZINA DE PLATA DENVER FARMA|CREMA DERMICA|1 POMO por 30 G |$93.81|0|0|0|0|0|0|0|07798050063832|LIDOCAINA 0.666 G / 100 G + SULFADIAZINA DE PLATA 1 G / 100 G + VITAMINA A 248000 UI / 100 G |[['LIDOCAINA', '0.666', 'G / 100 G'], ['SULFADIAZINA DE PLATA', '1', 'G / 100 G'], ['VITAMINA A', '248000', 'UI / 100 G']]
50612|DENVER FARMA S A|OMEPRAZOL DENVER FARMA|CAPSULA DURA| BLISTER por 14 UNIDADES |$96.97|0|0|0|0|0|0|0|07798050062439|OMEPRAZOL 20 MG |[['OMEPRAZOL', '20', 'MG']]
49777|DENVER FARMA S A|ALPRAZOLAM DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$97.41|0|0|0|0|0|0|0|07798050060626|ALPRAZOLAM 1 MG |[['ALPRAZOLAM', '1', 'MG']]
48767|DENVER FARMA S A|RIFAMICINA SV DENVER FARMA|SOLUCION|1 FRASCO por 22 ML |$98.57|0|0|0|0|0|0|0|07798050060824|RIFAMICINA SV (COMO SAL SODICA) 0.5 G % |[['RIFAMICINA SV (COMO SAL SODICA)', '0.5', 'G %']]
42245|DENVER FARMA S A|NITROFURAZONA DENVER|POMADA DERMICA|1 POMO por 35 G |$99.06|0|0|0|0|0|0|0|07798050060084|NITROFURAZONA 0.2 G / 100 ML |[['NITROFURAZONA', '0.2', 'G / 100 ML']]
49634|DENVER FARMA S A|OFTALOOK|SOLUCION OFTALMICA|1 FRASCO por 10 ML |$101.80|0|0|0|0|0|0|0|07798050060817|CLORURO DE SODIO 900 MG / 100 ML |[['CLORURO DE SODIO', '900', 'MG / 100 ML']]
51049|DENVER FARMA S A|PANCLO GESIC|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$102.72|0|0|0|0|0|0|0|07798050060831|PARACETAMOL 300 MG + DICLOFENACO POTASICO 50 MG |[['PARACETAMOL', '300', 'MG'], ['DICLOFENACO POTASICO', '50', 'MG']]
49446|DENVER FARMA S A|PIAM|COLIRIO|1 FRASCO por 10 ML |$102.75|0|0|0|0|0|0|0|07798050061029|TETRAHIDROZOLINA CLORHIDRATO 0.06 G % |[['TETRAHIDROZOLINA CLORHIDRATO', '0.06', 'G %']]
48767|DENVER FARMA S A|RIFAMICINA SV DENVER FARMA|POMADA DERMICA|1 POMO por 30 G |$106.13|0|0|0|0|0|0|0|07798050060343|RIFAMICINA SV (COMO SAL SODICA) 1 G / 100 G |[['RIFAMICINA SV (COMO SAL SODICA)', '1', 'G / 100 G']]
53547|DENVER FARMA S A|ALIVIATOS|SOLUCION|1 FRASCO por 120 ML |$111.97|0|0|0|0|0|0|0|07798050061746|AMBROXOL CLORHIDRATO 600 MG % + LORATADINA 100 MG % |[['AMBROXOL CLORHIDRATO', '600', 'MG %'], ['LORATADINA', '100', 'MG %']]
43608|DENVER FARMA S A|SALBUTAMOL DENVER FARMA|SOLUCION PARA NEBULIZACION|1 FRASCO GOTERO por 20 ML |$112.64|0|0|0|0|0|0|0|07798050060442|SALBUTAMOL SULFATO 0.5 G / 100 ML |[['SALBUTAMOL SULFATO', '0.5', 'G / 100 ML']]
48767|DENVER FARMA S A|RIFAMICINA SV DENVER FARMA|SPRAY DERMICO|1 FRASCO por 30 ML |$113.75|0|0|0|0|0|0|0|07798050060299|RIFAMICINA SV (COMO SAL SODICA) 1 G % |[['RIFAMICINA SV (COMO SAL SODICA)', '1', 'G %']]
51581|DENVER FARMA S A|PANCLO FLEX|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$114.16|0|0|0|0|0|0|0|07798050060961|DICLOFENACO SODICO 50 MG + PRIDINOL MESILATO 4 MG |[['DICLOFENACO SODICO', '50', 'MG'], ['PRIDINOL MESILATO', '4', 'MG']]
49777|DENVER FARMA S A|ALPRAZOLAM DENVER FARMA|COMPRIMIDO| BLISTER por 60 UNIDADES |$118.06|0|0|0|0|0|0|0|07798050060688|ALPRAZOLAM 0.5 MG |[['ALPRAZOLAM', '0.5', 'MG']]
52706|DENVER FARMA S A|DENSULIN R|SUSPENSION INYECTABLE|5 CARTUCHO por 3 ML |$119.83|0|0|0|0|0|0|0|07798050061494|INSULINA HUMANA RECOMBINANTE 100 UI / 1 ML |[['INSULINA HUMANA RECOMBINANTE', '100', 'UI / 1 ML']]
46217|DENVER FARMA S A|DIFENHIDRAMINA DENVER FARMA|COMPRIMIDO| BLISTER por 20 UNIDADES |$120.10|0|0|0|0|0|0|0|07798050060596|CLORHIDRATO DE DIFENHIDRAMINA 50 MG |[['CLORHIDRATO DE DIFENHIDRAMINA', '50', 'MG']]
51532|DENVER FARMA S A|MELOXICAM DENVER FARMA.|COMPRIMIDO| BLISTER por 10 UNIDADES |$120.54|0|0|0|0|0|0|0|07798050061838|MELOXICAM 15 MG |[['MELOXICAM', '15', 'MG']]
48965|DENVER FARMA S A|TROPIOFTAL - F|SOLUCION OFTALMICA|1 FRASCO GOTERO por 5 ML |$121.56|0|0|0|0|0|0|0|07798050060404|TROPICAMIDA 0.5 G / 100 ML + FENILEFRINA CLORHIDRATO 5 G / 100 ML |[['TROPICAMIDA', '0.5', 'G / 100 ML'], ['FENILEFRINA CLORHIDRATO', '5', 'G / 100 ML']]
42656|DENVER FARMA S A|LIDOCAINA DENVER FARMA|SOLUCION VISCOSA|1 FRASCO por 50 ML |$125.12|0|0|0|0|0|0|0|07798050060046|LIDOCAINA CLORHIDRATO 2 G / 100 ML |[['LIDOCAINA CLORHIDRATO', '2', 'G / 100 ML']]
49375|DENVER FARMA S A|NISTATINA DENVER FARMA|CREMA|1 POMO por 30 G |$125.57|0|0|0|0|0|0|0|07798050060664|NISTATINA 10000000 U % |[['NISTATINA', '10000000', 'U %']]
52241|DENVER FARMA S A|OFTALOOK PLUS|SOLUCION OFTALMICA|1 FRASCO por 15 ML |$126.20|0|0|0|0|0|0|0|07798050061241|HIDROXIPROPILMETILCELULOSA 3 MG / G |[['HIDROXIPROPILMETILCELULOSA', '3', 'MG / G']]
55035|DENVER FARMA S A|CLONAZEPAM DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$129.51|0|0|0|0|0|0|0|07798050061692|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
49427|DENVER FARMA S A|TOBRABIOTIC|SOLUCION OFTALMICA|1 FRASCO GOTERO por 5 ML |$130.37|0|0|0|0|0|0|0|07798050060381|TOBRAMICINA 0.3 G % |[['TOBRAMICINA', '0.3', 'G %']]
52259|DENVER FARMA S A|DENVERLAX|SOLUCION ORAL|1 FRASCO por 45 ML |$131.40|0|0|0|0|0|0|0|07798050061272|FOSFATO DE SODIO MONOBASICO MONOHIDRATADO 48 G / 100 ML + FOSFATO DISODICO HEPTAHIDRATADO 18 G / 100...|[['FOSFATO DE SODIO MONOBASICO MONOHIDRATADO', '48', 'G / 100 ML'], ['FOSFATO DISODICO HEPTAHIDRATADO', '18', 'G / 100 ML']]
46217|DENVER FARMA S A|DIFENHIDRAMINA DENVER FARMA|JARABE|1 FRASCO por 120 ML |$134.13|0|0|0|0|0|0|0|07798050060190|CLORHIDRATO DE DIFENHIDRAMINA 250 MG / 100 ML |[['CLORHIDRATO DE DIFENHIDRAMINA', '250', 'MG / 100 ML']]
55035|DENVER FARMA S A|CLONAZEPAM DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$134.48|0|0|0|0|0|0|0|07798050061715|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
56502|DENVER FARMA S A|ALIVIAMAX|SOLUCION OFTALMICA ESTERIL|1 FRASCO por 10 ML |$134.70|0|0|0|0|0|0|0|07798050063535|CARBOXIMETILCELULOSA 0.5 G / 100 ML |[['CARBOXIMETILCELULOSA', '0.5', 'G / 100 ML']]
54422|DENVER FARMA S A|SALBUDEN|AEROSOL| AEROSOL por 250 DOSIS |$136.09|0|0|0|0|0|0|0|07798050061753|SALBUTAMOL SULFATO 120 MCG/DOSIS |[['SALBUTAMOL SULFATO', '120', 'MCG/DOSIS']]
42595|DENVER FARMA S A|IOPOX|SOLUCION TOPICA|1 FRASCO por 60 ML |$136.74|0|0|0|0|0|0|0|07798050060930|IODOPOVIDONA 10 G / 100 G |[['IODOPOVIDONA', '10', 'G / 100 G']]
49086|DENVER FARMA S A|TIMOLOL DENVER FARMA|SOLUCION OFTALMICA|1 FRASCO por 5 ML |$137.04|0|0|0|0|0|0|0|07798050060602|TIMOLOL MALEATO 500 MG / 100 ML |[['TIMOLOL MALEATO', '500', 'MG / 100 ML']]
44674|DENVER FARMA S A|DICLOFENAC DENVER FARMA|GEL DERMICO|1 POMO por 50 G |$137.92|0|0|0|0|0|0|0|07798050060053|DICLOFENACO DIETILAMINA 1.16 G / 100 G |[['DICLOFENACO DIETILAMINA', '1.16', 'G / 100 G']]
47031|DENVER FARMA S A|ANTIHEMOROIDAL DENVER FARMA|CREMA RECTAL|1 POMO por 20 G |$139.97|0|0|0|0|0|0|0|07798050060138|LIDOCAINA CLORHIDRATO 2.5 G + BETAMETASONA 17-VALERATO 0.05 G + FENILEFRINA CLORHIDRATO 0.1 G |[['LIDOCAINA CLORHIDRATO', '2.5', 'G'], ['BETAMETASONA 17-VALERATO', '0.05', 'G'], ['FENILEFRINA CLORHIDRATO', '0.1', 'G']]
45434|DENVER FARMA S A|METRONIDAZOL DENVER FARMA|COMPRIMIDO| BLISTER por 20 UNIDADES |$140.26|0|0|0|0|0|0|0|07798050060480|METRONIDAZOL 500 MG |[['METRONIDAZOL', '500', 'MG']]
52769|DENVER FARMA S A|GLUCOGOOD|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$141.43|0|0|0|0|0|0|0|07798050061432|METFORMINA CLORHIDRATO 850 MG |[['METFORMINA CLORHIDRATO', '850', 'MG']]
48432|DENVER FARMA S A|SULFADIAZINA DE PLATA DENVER FARMA|CREMA DERMICA|1 POMO por 50 G |$142.12|0|0|0|0|0|0|0|07798050060374|LIDOCAINA 0.666 G / 100 G + SULFADIAZINA DE PLATA 1 G / 100 G + VITAMINA A 248000 UI / 100 G |[['LIDOCAINA', '0.666', 'G / 100 G'], ['SULFADIAZINA DE PLATA', '1', 'G / 100 G'], ['VITAMINA A', '248000', 'UI / 100 G']]
53777|DENVER FARMA S A|CARDIONORM|COMPRIMIDO| BLISTER por 28 UNIDADES |$145.87|0|0|0|0|0|0|0|07798050061630|CARVEDILOL 6.25 MG |[['CARVEDILOL', '6.25', 'MG']]
49375|DENVER FARMA S A|NISTATINA DENVER FARMA|SUSPENSION ORAL|1 FRASCO por 60 ML |$146.80|0|0|0|0|0|0|0|07798050060671|NISTATINA 100000 U / ML |[['NISTATINA', '100000', 'U / ML']]
44674|DENVER FARMA S A|DICLOFENAC DENVER FARMA 75|COMPRIMIDO RECUBIERTO| BLISTER por 15 UNIDADES |$150.93|0|0|0|0|0|0|0|07798050060725|DICLOFENACO SODICO 75 MG |[['DICLOFENACO SODICO', '75', 'MG']]
49777|DENVER FARMA S A|ALPRAZOLAM DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$152.25|0|0|0|0|0|0|0|07798050060855|ALPRAZOLAM 2 MG |[['ALPRAZOLAM', '2', 'MG']]
49466|DENVER FARMA S A|TOBRABIOTIC "D"|SUSPENSION OFTALMICA| FRASCO GOTERO por 5 ML |$154.11|0|0|0|0|0|0|0|07798050060398|TOBRAMICINA 0.3 G / 100 ML + DEXAMETASONA 0.1 G / 100 ML |[['TOBRAMICINA', '0.3', 'G / 100 ML'], ['DEXAMETASONA', '0.1', 'G / 100 ML']]
56502|DENVER FARMA S A|ALIVIAMAX|SOLUCION OFTALMICA ESTERIL|1 FRASCO por 10 ML |$154.28|0|0|0|0|0|0|0|07798050063542|CARBOXIMETILCELULOSA 1 G / 100 ML |[['CARBOXIMETILCELULOSA', '1', 'G / 100 ML']]
48382|DENVER FARMA S A|DENVERCREM|CREMA|1 POMO por 20 G |$163.52|0|0|0|0|0|0|0|07798050060251|BETAMETASONA 17-VALERATO 0.1 G / 100 G + MICONAZOL NITRATO 2 G / 100 G + GENTAMICINA 0.1 G / 100 G |[['BETAMETASONA 17-VALERATO', '0.1', 'G / 100 G'], ['MICONAZOL NITRATO', '2', 'G / 100 G'], ['GENTAMICINA', '0.1', 'G / 100 G']]
57290|DENVER FARMA S A|GAVANEURAL|CAPSULA DURA| BLISTER por 30 UNIDADES |$168.13|0|0|0|0|0|0|0|07798050063849|PREGABALINA 25 MG |[['PREGABALINA', '25', 'MG']]
44874|DENVER FARMA S A|CIPROFLOXACINA DENVER FARMA|SOLUCION OFTALMICA ESTERIL|1 FRASCO GOTERO por 5 ML |$172.86|0|0|0|0|0|0|0|07798050060350|CIPROFLOXACINA 3 MG / ML |[['CIPROFLOXACINA', '3', 'MG / ML']]
52650|DENVER FARMA S A|TACINES|SUSPENSION OFTALMICA|1 FRASCO por 5 ML |$174.37|0|0|0|0|0|0|0|07798050061326|DEXAMETASONA 1 MG / ML + CIPROFLOXACINO CLORHIDRATO 3 MG / 1 ML |[['DEXAMETASONA', '1', 'MG / ML'], ['CIPROFLOXACINO CLORHIDRATO', '3', 'MG / 1 ML']]
53777|DENVER FARMA S A|CARDIONORM|COMPRIMIDO| BLISTER por 28 UNIDADES |$174.45|0|0|0|0|0|0|0|07798050061647|CARVEDILOL 12.5 MG |[['CARVEDILOL', '12.5', 'MG']]
54422|DENVER FARMA S A|SALBUDEN|AEROSOL| AEROSOL por 250 DOSIS CON AEROCAMARA|$176.73|0|0|0|0|0|0|0|07798050063375|SALBUTAMOL SULFATO 120 MCG/DOSIS |[['SALBUTAMOL SULFATO', '120', 'MCG/DOSIS']]
58384|DENVER FARMA S A|DENVERMUC 600|GRANULADO|10 SOBRE por 4 G |$186.95|0|0|0|0|0|0|0|07798050063948|ACETILCISTEINA 600 MG / SOBRE |[['ACETILCISTEINA', '600', 'MG / SOBRE']]
42245|DENVER FARMA S A|NITROFURAZONA DENVER|APOSITO| BLISTER por 20 UNIDADES |$187.57|0|0|0|0|0|0|0|07798050060039|NITROFURAZONA 0.2 G / 100 G |[['NITROFURAZONA', '0.2', 'G / 100 G']]
49777|DENVER FARMA S A|ALPRAZOLAM DENVER FARMA|COMPRIMIDO| BLISTER por 60 UNIDADES |$188.54|0|0|0|0|0|0|0|07798050060633|ALPRAZOLAM 1 MG |[['ALPRAZOLAM', '1', 'MG']]
55035|DENVER FARMA S A|CLONAZEPAM DENVER FARMA|COMPRIMIDO| BLISTER por 60 UNIDADES |$190.72|0|0|0|0|0|0|0|07798050061708|CLONAZEPAM 0.5 MG |[['CLONAZEPAM', '0.5', 'MG']]
44674|DENVER FARMA S A|DICLOFENAC DENVER FARMA|INYECTABLE|6 FRASCO AMPOLLA por 3 ML |$195.00|0|0|0|0|0|0|0|07798050060558|DICLOFENACO SODICO 75 MG / 3 ML |[['DICLOFENACO SODICO', '75', 'MG / 3 ML']]
55035|DENVER FARMA S A|CLONAZEPAM DENVER FARMA|COMPRIMIDO| BLISTER por 60 UNIDADES |$195.62|0|0|0|0|0|0|0|07798050061722|CLONAZEPAM 2 MG |[['CLONAZEPAM', '2', 'MG']]
49049|DENVER FARMA S A|ESPIRONOLACTONA DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$195.99|0|0|0|0|0|0|0|07798050061128|ESPIRONOLACTONA 25 MG |[['ESPIRONOLACTONA', '25', 'MG']]
54099|DENVER FARMA S A|TOBRABIOTIC SOFT|SUSPENSION OFTALMICA| FRASCO por 5 ML |$201.26|0|0|0|0|0|0|0|07798050061791|TOBRAMICINA 0.3 G / 100 ML + LOTEPREDNOL ETABONATO 0.5 G / 100 ML |[['TOBRAMICINA', '0.3', 'G / 100 ML'], ['LOTEPREDNOL ETABONATO', '0.5', 'G / 100 ML']]
53777|DENVER FARMA S A|CARDIONORM|COMPRIMIDO| BLISTER por 28 UNIDADES |$204.80|0|0|0|0|0|0|0|07798050061654|CARVEDILOL 25 MG |[['CARVEDILOL', '25', 'MG']]
42900|DENVER FARMA S A|CARBAMAZEPINA DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$207.46|0|0|0|0|0|0|0|07798050060152|CARBAMAZEPINA 200 MG |[['CARBAMAZEPINA', '200', 'MG']]
51448|DENVER FARMA S A|PANTOPRAZOL DENVER FARMA 20 MG|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$214.15|0|0|0|0|0|0|0|07798050061777|PANTOPRAZOL 20 MG |[['PANTOPRAZOL', '20', 'MG']]
54022|DENVER FARMA S A|ALIVIALUX|GEL OFTALMICO|1 FRASCO por 10 G |$218.98|0|0|0|0|0|0|0|07798050061609|CARBOMER 974 P 0.25 G |[['CARBOMER 974 P', '0.25', 'G']]
51581|DENVER FARMA S A|PANCLO FLEX|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$220.91|0|0|0|0|0|0|0|07798050060978|DICLOFENACO SODICO 50 MG + PRIDINOL MESILATO 4 MG |[['DICLOFENACO SODICO', '50', 'MG'], ['PRIDINOL MESILATO', '4', 'MG']]
53420|DENVER FARMA S A|OFTALDROP|SUSPENSION OFTALMICA|1 FRASCO por 10 ML |$220.93|0|0|0|0|0|0|0|07798050061616|FENILEFRINA CLORHIDRATO 0.12 G / 100 ML + PREDNISOLONA ACETATO 1 G / 100 ML |[['FENILEFRINA CLORHIDRATO', '0.12', 'G / 100 ML'], ['PREDNISOLONA ACETATO', '1', 'G / 100 ML']]
47108|DENVER FARMA S A|SUCRALFATO DENVER FARMA|SUSPENSION ORAL|1 FRASCO por 200 ML |$224.08|0|0|0|0|0|0|0|07798050060411|SUCRALFATO 20 G / 100 ML |[['SUCRALFATO', '20', 'G / 100 ML']]
52601|DENVER FARMA S A|PANCLO B12|SOLUCION INYECTABLE|3 AMPOLLA por 3 ML |$236.59|0|0|0|0|0|0|0|07798050061586|DICLOFENACO SODICO 75 MG / 3 ML + BETAMETASONA (COMO FOSFATO DISODICO) 2 MG / 3 ML + HIDROXOCOBALAMI...|[['DICLOFENACO SODICO', '75', 'MG / 3 ML'], ['BETAMETASONA (COMO FOSFATO DISODICO)', '2', 'MG / 3 ML'], ['HIDROXOCOBALAMINA COMO SULFATO', '10', 'MG / 3 ML']]
44674|DENVER FARMA S A|DICLOFENAC DENVER FARMA 75|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$240.60|0|0|0|0|0|0|0|07798050060732|DICLOFENACO SODICO 75 MG |[['DICLOFENACO SODICO', '75', 'MG']]
46023|DENVER FARMA S A|FUROSEMIDA DENVER FARMA|COMPRIMIDO| BLISTER por 50 UNIDADES |$241.51|0|0|0|0|0|0|0|07798050063917|FUROSEMIDA 40 MG |[['FUROSEMIDA', '40', 'MG']]
49049|DENVER FARMA S A|ESPIRONOLACTONA DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$264.41|0|0|0|0|0|0|0|07798050060503|ESPIRONOLACTONA 100 MG |[['ESPIRONOLACTONA', '100', 'MG']]
46833|DENVER FARMA S A|FENITOINA DENVER FARMA|CAPSULA| BLISTER por 30 UNIDADES |$266.06|0|0|0|0|0|0|0|07798050063627|FENITOINA SODICO 100 MG |[['FENITOINA SODICO', '100', 'MG']]
44874|DENVER FARMA S A|CIPROFLOXACINA DENVER FARMA|COMPRIMIDO RECUBIERTO| BLISTER por 10 UNIDADES |$269.67|0|0|0|0|0|0|0|07798050061623|CIPROFLOXACINA 500 MG |[['CIPROFLOXACINA', '500', 'MG']]
52622|DENVER FARMA S A|BUDESONIDA D.F.|SUSPENSION PARA NEBULIZAR |1 FRASCO por 20 ML |$271.56|0|0|0|0|0|0|0|07798050061531|BUDESONIDA 100 MG / 100 ML |[['BUDESONIDA', '100', 'MG / 100 ML']]
52769|DENVER FARMA S A|GLUCOGOOD|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$278.26|0|0|0|0|0|0|0|07798050061456|METFORMINA CLORHIDRATO 850 MG |[['METFORMINA CLORHIDRATO', '850', 'MG']]
51049|DENVER FARMA S A|PANCLO GESIC|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$287.13|0|0|0|0|0|0|0|07798050060848|PARACETAMOL 300 MG + DICLOFENACO POTASICO 50 MG |[['PARACETAMOL', '300', 'MG'], ['DICLOFENACO POTASICO', '50', 'MG']]
49777|DENVER FARMA S A|ALPRAZOLAM DENVER FARMA|COMPRIMIDO| BLISTER por 60 UNIDADES |$296.10|0|0|0|0|0|0|0|07798050061500|ALPRAZOLAM 2 MG |[['ALPRAZOLAM', '2', 'MG']]
51448|DENVER FARMA S A|PANTOPRAZOL DENVER FARMA 40 MG|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$299.86|0|0|0|0|0|0|0|07798050061784|PANTOPRAZOL 40 MG |[['PANTOPRAZOL', '40', 'MG']]
52601|DENVER FARMA S A|PANCLO B12|COMPRIMIDO RECUBIERTO| BLISTER por 20 UNIDADES |$303.79|0|0|0|0|0|0|0|07798050061524|DICLOFENACO SODICO 50 MG/COMPRIMIDO + CIANOCOBALAMINA 5 MG/COMPRIMIDO + BETAMETASONA 0.3 MG/COMPRIMI...|[['DICLOFENACO SODICO', '50', 'MG/COMPRIMIDO'], ['CIANOCOBALAMINA', '5', 'MG/COMPRIMIDO'], ['BETAMETASONA', '0.3', 'MG/COMPRIMIDO']]
56564|DENVER FARMA S A|ALIVIAFLEB 500|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$323.89|0|0|0|0|0|0|0|07798050063252|FRACCION FLAVONOIDE PURIFICADO Y MICRONIZADO 500 MG |[['FRACCION FLAVONOIDE PURIFICADO Y MICRONIZADO', '500', 'MG']]
52600|DENVER FARMA S A|OFTALPRES|SOLUCION OFTALMICA|1 FRASCO GOTERO por 2.5 ML |$324.00|0|0|0|0|0|0|0|07798050061852|LATANOPROST 0.05 MG / ML |[['LATANOPROST', '0.05', 'MG / ML']]
52594|DENVER FARMA S A|BUDESONIDA DF|AEROSOL| AEROSOL por 200 DOSIS |$334.39|0|0|0|0|0|0|0|07798050061517|BUDESONIDA 200 MCG / PULSACION |[['BUDESONIDA', '200', 'MCG / PULSACION']]
52769|DENVER FARMA S A|GLUCOGOOD|COMPRIMIDO RECUBIERTO| BLISTER por 60 UNIDADES |$339.15|0|0|0|0|0|0|0|07798050061449|METFORMINA CLORHIDRATO 1000 MG |[['METFORMINA CLORHIDRATO', '1000', 'MG']]
48055|DENVER FARMA S A|HALOPERIDOL DENVER FARMA|SOLUCION INYECTABLE|1 AMPOLLA por 3 ML |$364.41|0|0|0|0|0|0|0|07798050060237|HALOPERIDOL 50 MG / ML |[['HALOPERIDOL', '50', 'MG / ML']]
51755|DENVER FARMA S A|TACICUL|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$365.10|0|0|0|0|0|0|0|07798050061111|LOSARTAN POTASICO 50 MG |[['LOSARTAN POTASICO', '50', 'MG']]
52594|DENVER FARMA S A|BUDESONIDA DF|AEROSOL| AEROSOL por 200 DOSIS CON AEROCAMARA|$367.24|0|0|0|0|0|0|0|07798050063269|BUDESONIDA 200 MCG / PULSACION |[['BUDESONIDA', '200', 'MCG / PULSACION']]
50612|DENVER FARMA S A|OMEPRAZOL DENVER FARMA|CAPSULA DURA| BLISTER por 28 UNIDADES |$370.97|0|0|0|0|0|0|0|07798050062446|OMEPRAZOL 20 MG |[['OMEPRAZOL', '20', 'MG']]
50612|DENVER FARMA S A|OMEPRAZOL DENVER FARMA|CAPSULA DURA| BLISTER por 30 UNIDADES |$372.58|0|0|0|0|0|0|0|07798050060756|OMEPRAZOL 20 MG |[['OMEPRAZOL', '20', 'MG']]
48432|DENVER FARMA S A|SULFADIAZINA DE PLATA DENVER FARMA|CREMA DERMICA|1 POMO por 200 G |$375.19|0|0|0|0|0|0|0|07798050061258|LIDOCAINA 0.666 G / 100 G + SULFADIAZINA DE PLATA 1 G / 100 G + VITAMINA A 248000 UI / 100 G |[['LIDOCAINA', '0.666', 'G / 100 G'], ['SULFADIAZINA DE PLATA', '1', 'G / 100 G'], ['VITAMINA A', '248000', 'UI / 100 G']]
51471|DENVER FARMA S A|AMLODIPINA DENVER FARMA|COMPRIMIDO| BLISTER por 30 UNIDADES |$378.74|0|0|0|0|0|0|0|07798050061562|AMLODIPINA BESILATO 10 MG |[['AMLODIPINA BESILATO', '10', 'MG']]
51532|DENVER FARMA S A|MELOXICAM DENVER FARMA.|COMPRIMIDO| BLISTER por 30 UNIDADES |$394.45|0|0|0|0|0|0|0|07798050061845|MELOXICAM 15 MG |[['MELOXICAM', '15', 'MG']]
42900|DENVER FARMA S A|CARBAMAZEPINA DENVER FARMA|COMPRIMIDO| BLISTER por 60 UNIDADES |$396.09|0|0|0|0|0|0|0|07798050061661|CARBAMAZEPINA 200 MG |[['CARBAMAZEPINA', '200', 'MG']]
57289|DENVER FARMA S A|NONLIPID|COMPRIMIDO RECUBIERTO| BLISTER por 28 UNIDADES |$400.50|0|0|0|0|0|0|0|07798050063597|ROSUVASTATINA 10 MG |[['ROSUVASTATINA', '10', 'MG']]
57289|DENVER FARMA S A|NONLIPID|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$400.50|0|0|0|0|0|0|0|07798050063603|ROSUVASTATINA 10 MG |[['ROSUVASTATINA', '10', 'MG']]
57584|DENVER FARMA S A|TACICUL D|COMPRIMIDO RECUBIERTO| BLISTER por 30 UNIDADES |$413.01|0|0|0|0|0|0|0|07798050063696|HIDROCLOROTIAZIDA 12.5 MG + LOSARTAN POTASICO 50 MG |[['HIDROCLOROTIAZIDA', '12.5', 'MG'], ['LOSARTAN POTASICO', '50', 'MG']]
56166|DENVER FARMA S A|GLUCOSAMINA DENVER FARMA|POLVO PARA SUSPENSIÓN ORAL| SOBRE por 30 UNIDADES |$418.05|0|0|0|0|0|0|0|07798050061814|SULFATO DE GLUCOSAMINA POLICRISTALINA 1884 MG |[['SULFATO DE GLUCOSAMINA POLICRISTALINA', '1884', 'MG']]
